"Productos por proveedor"
"Proveedor","descripcion","cantidad","Precio coste","Total coste","pvp","total pvp",
"Biomilanes S.L.","Curcuma (raiz) - 100 gr - Biomilanes","21,98","0,57","12,59","1,75","38,48",
"Biomilanes S.L.","Granada- Biomilanes. kilo","2,44","1,45","3,54","2,55","6,22",
"Biomilanes S.L.","Jengibre (raiz)- Biomilanes- 250 gramos","64,29","0,99","63,49","1,60","101,60",
"Biomilanes S.L.","Lechuga malaguena- Biomilanes- pieza","22,00","0,95","20,90","1,80","39,60",
"Biomilanes S.L.","Mandarina Primosole- Biomilanes- kg","233,42","1,10","256,76","2,10","466,63",
"Biomilanes S.L.","Mango Kent- Biomilanes- kg","27,93","2,60","72,61","4,00","112,65",
"Biomilanes S.L.","Membrillo - Biomilanes-kg","0,63","1,25","0,79","2,25","1,42",
"Biomilanes S.L.","Naranja calibre grande-Biomilanes-1 kilo","114,07","0,90","102,66","1,70","171,17",
"Biomilanes S.L.","Naranja calibre grande-Biomilanes-bolsa 5 kilos","13,21","4,50","59,45","8,50","112,29",
"Biomilanes S.L.","Naranja calibre grande-Biomilanes-caja 10 kilos","2,00","8,50","17,00","16,50","33,00",
"Biomilanes S.L.","Naranja calibre pequeno-Biomilanes-1 kilo","169,03","0,80","135,22","1,60","269,68",
"Biomilanes S.L.","Naranja calibre pequeno-Biomilanes-bolsa 5 kg","9,12","4,00","36,46","8,00","72,93",
"Biomilanes S.L.","Naranja navel- mesa- Biomilanes 1 kg","68,26","0,90","61,43","2,05","117,63",
"Biomilanes S.L.","Naranja zumo- Biomilanes- kg","77,48","0,80","61,98","1,60","123,97",
"Biomilanes S.L.","Naranja-Biomilanes calibre pequeno-caja 10 kg","6,06","8,00","48,48","15,50","93,93",
"Biomilanes S.L.","Patata Blanca-Biomilanes- 1 Kg","16,97","0,70","11,88","1,80","30,26",
"Biomilanes S.L.","Patata Blanca-Biomilanes- 2 Kg","28,06","1,40","39,28","3,60","101,02",
"Biomilanes S.L.","Patata Blanca-Biomilanes- 5 Kg","4,00","3,50","14,00","9,00","36,00",
"Biomilanes S.L.","Patata roja - Biomilanes - 1 Kg","7,78","0,75","5,83","1,80","13,99",
"Biomilanes S.L.","Patata roja - Biomilanes - 2 kilos","14,10","1,50","21,14","3,60","50,74",
"Biomilanes S.L.","Pepino INVERNADERO-Biomilanes-1kilo","105,94","1,35","143,02","2,45","285,99",
"Biomilanes S.L.","Pimiento California Rojo INVERNADERO -Biomilanes-Kg","168,70","2,45","413,32","3,85","631,12",
"Biomilanes S.L.","Pimiento rojo california-Biomilanes-1 Kg","12,67","2,25","28,50","3,55","44,96",
"Biomilanes S.L.","Pimiento Verde Asar- Biomilanes- kg","0,99","2,25","2,23","2,75","2,72",
"Biomilanes S.L.","Platano - Biomilanes - Precio kilo","628,40","1,70","1 068,28","2,95","1 841,46",
"Biomilanes S.L.","Pomelo-Biomilanes- kilo","92,87","1,40","130,02","2,35","205,19",
"Biomilanes S.L.","Puerros - Biomilanes- Kilo","3,79","1,95","7,38","3,20","12,12",
"Biomilanes S.L.","Tomate Cherry INVERNADERO-Biomilanes-kg","142,59","0,95","135,46","3,55","504,67",
"Biomilanes S.L.","Tomate Cherry-Biomilanes-1 Kg","3,09","2,05","6,33","3,55","10,96",
"Biomilanes S.L.","Tomate en rama -Biomilanes-kg","13,41","1,50","20,11","2,70","41,78",
"Biomilanes S.L.","Tomate ensalada INVERNADERO-Biomilanes-1 kg","320,32","1,35","432,43","3,15","1 001,57",
"Biomilanes S.L.","Tomate Marmande-Biomilanes- kg","0,31","1,85","0,56","3,15","0,72",
"Biomilanes S.L.","Tomate pera - Biomilanes - kilo","9,79","1,50","14,68","2,85","27,88",
"Biomilanes S.L.","Tomate Pera INVERNADERO- Biomilanes -1 Kg","2,00","1,15","2,30","2,85","5,70",
"Biomilanes S.L.","Uva blanca-Biomilanes- 1 kilo","13,23","2,80","37,04","4,60","60,57",
,,,,"Total:6 109,55",,"Total:11 507,50",
"Bioprasad / Business Corporation Network Global","Alubia negra- Bioprasad- bolsa 500 gr","4,00","1,48","5,92","2,75","11,00",
"Bioprasad / Business Corporation Network Global","Alubias blancas- Bioprasad- 1 kilo","0,40","3,70","1,46","6,40","1,90",
"Bioprasad / Business Corporation Network Global","Arroz Basmati Integral - Bioprasad- 500 gr","8,00","1,97","15,76","3,05","24,40",
"Bioprasad / Business Corporation Network Global","Arroz inflado con cacao- Bioprasad- 200 gr","1,00","1,42","1,42","1,70","1,70",
"Bioprasad / Business Corporation Network Global","Arroz Integral Largo- Bioprasad- 1 kilo","3,00","3,38","10,14","4,85","14,55",
"Bioprasad / Business Corporation Network Global","Azuki- Bioprasad- bolsa 500 gr","7,00","1,91","13,39","2,90","20,30",
"Bioprasad / Business Corporation Network Global","Copos de arroz Integral -Bioprasad -500 gr","2,00","2,59","5,18","4,00","8,00",
"Bioprasad / Business Corporation Network Global","Copos de avena finos- Bioprasad- 500 gr","9,00","1,87","16,83","2,00","18,00",
"Bioprasad / Business Corporation Network Global","Copos de avena gruesos- Bioprasad- 500 gr","5,00","1,87","9,35","2,00","10,00",
"Bioprasad / Business Corporation Network Global","Copos de mijo-Bioprasad-500gr","4,00","2,20","8,80","3,00","12,00",
"Bioprasad / Business Corporation Network Global","Copos de trigo sarraceno- Bioprasad- 250 gr","2,00","1,61","3,22","2,85","5,70",
"Bioprasad / Business Corporation Network Global","Cornflakes con azucar -Bioprasad (sin lactosa/gluten/alergenos) - bolsa 250 gr","25,00","1,45","36,25","2,25","54,57",
"Bioprasad / Business Corporation Network Global","Cuscus Integral - Bioprasad- 500 gr","1,00","2,21","2,21","2,55","2,55",
"Bioprasad / Business Corporation Network Global","Datiles sin hueso-Bioprasad-250 g","5,00","2,83","14,15","4,25","19,13",
"Bioprasad / Business Corporation Network Global","DESCATALOGADO Copos de Mijo-Bioprasad- 250 gr","4,00","2,27","9,08","2,60","10,40",
"Bioprasad / Business Corporation Network Global","DESCATALOGADO Hamburguesa finas hierbas -Bioprasad- 75 gramos","1,00","1,00","1,00","1,60","1,60",
"Bioprasad / Business Corporation Network Global","Guisantes secos- Bioprasad- 500 gramos","3,00","1,70","5,10","3,20","9,60",
"Bioprasad / Business Corporation Network Global","Hamburguesa espinaca y queso- Bioprasad- 2 unid 150 gr","5,00","2,00","10,00","3,20","16,00",
"Bioprasad / Business Corporation Network Global","Hamburguesa jardinera - Bioprasad- 2 unid 150 gr","1,00","2,00","2,00","3,20","2,40",
"Bioprasad / Business Corporation Network Global","Hamburguesa manzana y bayas goyi- Bioprasad- 2 unid 150 gr","8,00","2,26","18,08","3,60","27,90",
"Bioprasad / Business Corporation Network Global","Hamburguesa Mijo y tofu- Bioprasad- 2 unidades 150 gr","5,00","2,00","10,00","3,20","14,40",
"Bioprasad / Business Corporation Network Global","Lenteja roja - Bioprasad- 500gr","5,48","2,33","12,74","2,48","13,59",
"Bioprasad / Business Corporation Network Global","Maicena-Bioprasad-250gr","2,00","1,45","2,90","2,40","4,80",
"Bioprasad / Business Corporation Network Global","Muesli con chocolate -Bioprasad- 250 gr","2,00","2,75","5,50","4,25","8,50",
"Bioprasad / Business Corporation Network Global","Muesli con frutas s/ azucar- Bioprasad- 500gr","4,00","1,97","7,88","3,13","12,52",
"Bioprasad / Business Corporation Network Global","Muesli desayuno - Bioprasad - 250 gr","5,73","2,75","15,76","3,55","19,45",
"Bioprasad / Business Corporation Network Global","Muesli espelta y fruta seca- Bioprasad- 250 gr","1,00","1,76","1,76","2,80","2,80",
"Bioprasad / Business Corporation Network Global","Pan rallado integral- Bioprasad- paquete 250 gr","1,00","1,28","1,28","2,05","2,05",
"Bioprasad / Business Corporation Network Global","Pasas Sultanas-Bioprasad-250 g","9,00","1,46","13,14","2,80","23,80",
"Bioprasad / Business Corporation Network Global","Sal del Himalaya-Bioprasad-500 g","2,00","1,46","2,92","2,50","5,00",
"Bioprasad / Business Corporation Network Global","Sal Fina- Bioprasad- 1Kg","6,00","1,13","6,78","1,80","10,80",
"Bioprasad / Business Corporation Network Global","Sal Gruesa -Bioprasad- 1 kilo","8,00","1,13","9,04","1,80","13,95",
"Bioprasad / Business Corporation Network Global","Salchichas Frankfurts seitan- Bioprasad - 170gr","1,00","2,55","2,55","4,55","4,55",
"Bioprasad / Business Corporation Network Global","Semillas de Amapola - Bioprasad- 250 gr","1,00","2,32","2,32","3,90","3,90",
"Bioprasad / Business Corporation Network Global","Semillas de Chia- Bioprasad- 250 gr","1,00","1,95","1,95","3,05","3,05",
"Bioprasad / Business Corporation Network Global","Tapioca. Harina de Mandioca- Bioprasad- 250 gr","1,00","2,49","2,49","2,00","2,00",
,,,,"Total:288,35",,"Total:416,86",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Aceite de oliva botella cristal oscura - Mas de Catxol- botella 1 litro","6,00","6,00","36,00","9,60","57,60",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Aceite de Oliva Virgen Extra - Mas de Catxol - garrafa 2 litros","7,00","11,50","80,50","17,70","123,90",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Aceite de Oliva Virgen Extra - Mas de Catxol - Garrafa 5 litros","12,00","27,90","334,80","44,50","534,00",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Aceituna empeltre - Mas de Catxol - Bolsa al vacio 250 gr","10,00","1,07","10,70","1,70","16,57",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Aceituna empeltre -Mas de Catxol - bolsa vacio 1 kilo","3,00","3,64","10,92","5,80","17,40",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Almendra Garrapinada -Mas de Catxol -bolsa al vacio 125 gr","1,00","2,55","2,55","4,05","2,03",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Almendra Garrapinada -Mas de Catxol -bolsa al vacio 250 gr","2,00","3,98","7,96","6,35","9,53",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Almendra natural -Mas de Catxol - 1Kg","1,00","13,90","13,90","22,15","22,15",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Almendra natural -Mas de Catxol - 250 gr","7,00","3,60","25,20","5,75","37,37",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Almendra Tostada -Mas de Catxol- bolsa al vacio 250 gr","6,00","3,95","23,70","6,30","37,80",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Avellana natural -Mas de Catxol - 250 gr","10,00","3,98","39,80","6,35","60,32",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Avellana tostada -Mas de Catxol - bolsa al vacio 250 gr","2,00","4,35","8,70","6,95","13,90",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Pate de oliva negra - Mas de Catxol - 220 gr","1,00","2,70","2,70","4,30","4,30",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Pate de Oliva Negra -Mas de Catxol -120 gr","1,00","1,60","1,60","2,85","2,85",
,,,,"Total:599,03",,"Total:939,72",
"Bodegas Luis Saavedra","Cava Brut Corucho Nature Reserva - Luis Saavedra - 750ml","10,00","4,95","49,50","7,90","79,00",
"Bodegas Luis Saavedra","Vino blanco Corucho 2017 - Albillo/Moscatel - Luis Saavedra - 750m","3,00","3,75","11,25","6,00","18,00",
"Bodegas Luis Saavedra","Vino rosado Corucho 2017 - Luis Saavedra - 750ml","1,00","3,30","3,30","5,25","5,25",
"Bodegas Luis Saavedra","Vino tinto Corucho Roble 2016- Garnacha Tinto - Luis Saavedra - 750ml","7,00","3,40","23,80","5,40","37,80",
"Bodegas Luis Saavedra","Vino Tinto Roble 2010- Corucho Flor de Amanecer - Luis Saavedra - 750ml","4,00","4,50","18,00","7,15","28,60",
,,,,"Total:105,85",,"Total:168,65",
"Bruno Ruiz. Cooperativa-RUIZ VILLANUEVA-ESENCIA RURAL","Vino Blanco Natural DE SOL A SOL Airen 2011 - 75 cl","3,00","4,70","14,10","8,25","24,75",
"Bruno Ruiz. Cooperativa-RUIZ VILLANUEVA-ESENCIA RURAL","Vino Blanco Natural PAMPANEO Airen 2016 - 75 cl","10,00","3,60","36,00","6,30","61,42",
"Bruno Ruiz. Cooperativa-RUIZ VILLANUEVA-ESENCIA RURAL","Vino Dulce Natural DE SOL A SOL Dulce 2015 - 75 cl","1,00","4,70","4,70","8,25","8,25",
"Bruno Ruiz. Cooperativa-RUIZ VILLANUEVA-ESENCIA RURAL","Vino Tinto Natural DE SOL A SOL Velasco 2013- 75 cl","12,00","4,70","56,40","8,25","99,00",
"Bruno Ruiz. Cooperativa-RUIZ VILLANUEVA-ESENCIA RURAL","Vino Tinto Natural PAMPANEO Tempranillo 2016-75 cl","8,00","3,60","28,80","6,30","50,40",
,,,,"Total:140,00",,"Total:243,82",
"Cachopo","Alubias cocidas Cachopo- 700 cc","5,00","2,89","14,45","4,40","22,00",
"Cachopo","Alubias estofadas- Cachopo- 720 cc.","7,00","3,68","25,76","5,60","39,20",
"Cachopo","Garbanzos cocidos Cachopo- 700 cc","14,00","2,05","28,70","3,20","44,00",
"Cachopo","Garbanzos estofados- Cachopo- 720 cc.","1,00","2,37","2,37","3,60","3,60",
"Cachopo","Pisto de calabacin -Cachopo- 370 cc","3,00","2,63","7,89","4,00","12,00",
"Cachopo","Pisto manchego Cachopo- 370 cc","12,00","2,63","31,56","4,00","48,00",
"Cachopo","Tomate frito Cachopo- 370 cc","27,00","2,53","68,31","3,85","102,64",
"Cachopo","Tomate frito con cebolla Cachopo- 370 cc","4,00","2,58","10,32","3,95","15,80",
"Cachopo","Tomate triturado Cachopo- 720 cc","15,00","2,15","32,25","3,10","46,50",
"Cachopo","Tomate Triturado- Cachopo- 445 cc.","12,00","1,32","15,84","2,00","24,00",
,,,,"Total:237,45",,"Total:357,74",
"Carmen Velasco (CITRICAREN-Murcia)","Limon Fino -Carmen de Murcia - 1 kilo","287,06","1,50","430,59","2,50","717,42",
"Carmen Velasco (CITRICAREN-Murcia)","Pomelo - Carmen (Citricaren) - kg","36,45","1,30","47,39","1,70","79,20",
,,,,"Total:477,98",,"Total:796,62",
"Carnes Braman","Aguja entera-  carnes Braman-  pieza 500 gr","10,03","4,09","41,00","7,05","69,11",
"Carnes Braman","Babilla- filetes 500 gr aprox- carnes Braman","9,44","5,73","54,07","9,70","91,56",
"Carnes Braman","Cadera- filetes 500 gr aprox- carnes Braman","5,06","6,44","32,57","10,85","54,90",
"Carnes Braman","Carne en trozos guisar (carne de 2ª)- 500 gr aprox- carnes Braman","9,45","4,00","37,80","7,05","65,08",
"Carnes Braman","Carne picada- 500 gr aprox- carnes Braman precio 500 gr","66,83","4,09","273,32","7,05","468,18",
"Carnes Braman","Churrasco (carne de 3ª)- 500 gr aprox- carnes Braman","5,16","2,73","14,07","5,60","28,89",
"Carnes Braman","Costillas con hueso (carne de 3ª)- 500 gr aprox- carnes Braman","9,60","2,73","26,18","5,60","53,76",
"Carnes Braman","Filetes de 1ªa (tapilla- falso solomillo o entrelomo)- 500 gr- carnes Braman","16,20","5,00","81,00","8,50","137,68",
"Carnes Braman","Filetes de 1ªb (tapa o espaldilla)- 500 gr aprox- carnes Braman","4,75","4,73","22,45","8,10","38,48",
"Carnes Braman","Filetes de 2ª (aguja o contra)- 500 gr aprox- carnes Braman","5,04","4,00","20,16","7,05","33,68",
"Carnes Braman","Higado- 500 gr aprox- carnes Braman","6,98","4,09","28,57","7,05","49,23",
"Carnes Braman","Lomo- filetes 500 gr aprox- carnes Braman","5,60","7,16","40,12","11,95","66,92",
"Carnes Braman","Morcillo en trozo- 500 gr aprox- carnes Braman","21,13","4,32","91,26","7,45","157,39",
"Carnes Braman","Redondo en pieza- 500 gr aprox- carnes Braman","3,46","5,50","19,03","8,50","29,40",
"Carnes Braman","Redondo entero para asar -Carnes Braman - 1,5 kg aprox, precio kilo","1,05","11,00","11,55","17,05","17,90",
,,,,"Total:793,16",,"Total:1 362,16",
"Cerveza Lluna Artesana-ARTICULTURA DE LA TERRA COOP. V","Cerveza Happy Flower- botella 33cl- Cervezas Lluna","5,00","0,83","4,13","2,65","12,72",
"Cerveza Lluna Artesana-ARTICULTURA DE LA TERRA COOP. V","Cerveza Lluna Blanca d'Agullen","1,00","1,10","1,10","1,95","1,95",
"Cerveza Lluna Artesana-ARTICULTURA DE LA TERRA COOP. V","Cerveza Lluna Blonde (trigo rubia) botella 33cl- Cervezas Lluna","2,00","1,32","2,64","2,30","4,60",
"Cerveza Lluna Artesana-ARTICULTURA DE LA TERRA COOP. V","Cerveza Lluna bruna(tostada) botella 33cl- Cervezas Lluna","7,00","1,32","9,24","2,30","16,10",
"Cerveza Lluna Artesana-ARTICULTURA DE LA TERRA COOP. V","Cerveza Lluna Happy Trip - 33 cl- Cervezas Lluna","2,00","1,59","3,18","2,80","5,60",
"Cerveza Lluna Artesana-ARTICULTURA DE LA TERRA COOP. V","Cerveza Lluna negra- botella 33cl- Cervezas Lluna","8,00","1,41","11,28","2,50","20,00",
"Cerveza Lluna Artesana-ARTICULTURA DE LA TERRA COOP. V","Cerveza Lluna Roja d'Alcoy - 33cl -","4,00","1,10","4,40","1,95","7,80",
,,,,"Total:35,97",,"Total:68,77",
"Chocolates Sole","Cacao puro 500g ECO- Sole","5,00","6,58","32,90","10,50","52,50",
"Chocolates Sole","Chocolate blanco- Sole- 100 gr","8,00","1,41","11,28","2,15","17,20",
"Chocolates Sole","Chocolate con leche - Sole -100 gr","14,00","1,42","19,88","2,20","30,80",
"Chocolates Sole","Chocolate con leche - Sole- 25g","23,00","0,34","7,82","0,55","12,11",
"Chocolates Sole","Chocolate con leche y nueces -Sole- 100 gr","12,00","1,45","17,40","2,10","24,67",
"Chocolates Sole","Chocolate negro 73% almendra ECO- Sole- 150g","18,00","2,59","46,62","4,15","68,46",
"Chocolates Sole","Chocolate negro 73% chili - Sole- 100g","1,00","1,62","1,62","2,60","2,60",
"Chocolates Sole","Chocolate negro 73% ECO 100gr- Sole","4,00","1,62","6,48","2,60","10,40",
"Chocolates Sole","Chocolate negro 73% ECO 25gr- Sole","15,00","0,40","6,00","0,60","8,40",
"Chocolates Sole","Chocolate Negro 73% Endulzado con Agave- Sole -100g","4,00","1,67","6,68","2,65","10,60",
"Chocolates Sole","Chocolate negro 86% ECO- Sole- 100g","27,00","1,69","45,63","2,70","72,23",
"Chocolates Sole","Chocolate negro canela ECO- Sole- 100g","7,00","1,41","9,87","2,20","15,40",
"Chocolates Sole","Chocolate Negro con Aceite Oliva - Sole - 100 gr","15,00","1,64","24,60","2,60","39,00",
"Chocolates Sole","Chocolate Negro con jengibre- Sole- 100 gr","4,00","1,50","6,00","2,35","9,40",
"Chocolates Sole","Chocolate Negro con naranja -Sole- 100g","12,00","1,49","17,88","2,30","27,60",
"Chocolates Sole","Chocolate Negro Frambuesa -Chocolate Sole- 100 gr","9,00","2,43","21,87","3,90","35,10",
"Chocolates Sole","Chocolate yogur fresas ECO 100gr - Sole","7,00","1,63","11,41","2,55","17,85",
"Chocolates Sole","Desayuno al chocolate ECO- Sole- 200g","5,00","1,87","9,35","3,00","15,00",
"Chocolates Sole","Turron chocolate con almendra ECO- Sole- 200g","13,00","3,92","50,96","6,25","79,69",
"Chocolates Sole","Turron chocolate con arandanos ECO- Sole- 200g","7,00","3,70","25,90","5,90","41,30",
"Chocolates Sole","Turron chocolate con avellana ECO 200g- Sole","9,00","3,97","35,73","6,35","57,15",
"Chocolates Sole","Turron chocolate con nueces ECO- Sole- 200g","9,00","3,60","32,40","5,75","51,75",
"Chocolates Sole","Turron chocolate con quinoa ECO- Sole- 200g","3,00","4,56","13,68","7,25","21,75",
,,,,"Total:461,96",,"Total:720,96",
"COATO","Pimenton Dulce- Coato- bote 160 g","3,00","2,06","6,18","3,30","9,08",
"COATO","Pimenton Dulce- Coato- bote 75 g","4,00","1,34","5,36","1,80","7,20",
,,,,"Total:11,54",,"Total:16,28",
"COOPERATIVA CRICA","DESCATALOGADO Queso semicurado de vaca aprox 800 gr- CRICA- precio kg","1,00","9,62","9,62","17,40","17,40",
"COOPERATIVA CRICA","DESCATALOGADO Queso semicurado de vaca-CRICA-800gr-precio pieza","3,00","10,77","32,31","16,25","48,75",
"COOPERATIVA CRICA","Leche cruda vaca - Crica - 1 L","15,00","1,73","25,95","2,60","39,00",
"COOPERATIVA CRICA","Leche vaca pasteurizada DESNATADA- CRICA- 1 litro","20,00","1,63","32,69","2,40","48,00",
"COOPERATIVA CRICA","Leche vaca pasteurizada ENTERA- CRICA- 1 litro","87,00","1,63","142,21","2,40","208,56",
"COOPERATIVA CRICA","Mantequilla - Crica - 220gr","1,00","3,36","3,36","6,35","6,35",
"COOPERATIVA CRICA","Nata liquida - Crica - 220 ml","2,00","1,90","3,80","2,60","5,20",
"COOPERATIVA CRICA","Yogur DESNATADO de vaca - Crica - 700 ml","26,03","2,55","66,26","4,00","104,12",
"COOPERATIVA CRICA","Yogur NATURAL de vaca- CRICA- 700 ml","85,00","2,55","216,37","4,00","340,00",
,,,,"Total:532,57",,"Total:817,38",
"DELIZUM- PANARRO FOODS","Mermelada de Cereza con Sirope de Agave - Delizum -  280gr","2,00","2,95","5,90","4,70","9,40",
"DELIZUM- PANARRO FOODS","Nectar de ciruela verde -Delizum- 1litro","1,00","1,49","1,49","2,40","2,40",
"DELIZUM- PANARRO FOODS","Nectar de Mango -Delizum - 1 litro","14,00","1,60","22,40","2,55","35,70",
"DELIZUM- PANARRO FOODS","Nectar de Mango y Aloe -Delizum - 1 litro","13,00","1,66","21,58","2,65","34,45",
"DELIZUM- PANARRO FOODS","Zumito de melocoton- Delizum- 220 ml.","2,00","0,48","0,96","0,75","1,50",
"DELIZUM- PANARRO FOODS","Zumito de pina -Delizum- 200cl","7,00","0,54","3,78","0,85","5,95",
"DELIZUM- PANARRO FOODS","Zumito de tomate - Delizum - 200 ml","1,00","0,48","0,48","0,75","0,75",
"DELIZUM- PANARRO FOODS","Zumito manzana -Delizum- 200cl","2,00","0,48","0,96","0,75","1,50",
"DELIZUM- PANARRO FOODS","Zumito naranja -Delizum- 200cl","5,00","0,48","2,40","0,77","3,85",
"DELIZUM- PANARRO FOODS","Zumo de albaricoque -Delizum- 1litro","14,00","1,49","20,86","2,40","33,60",
"DELIZUM- PANARRO FOODS","Zumo de Granada -Delizum - 1 litro","1,00","4,00","4,00","6,40","6,40",
"DELIZUM- PANARRO FOODS","Zumo de manzana -Delizum- 1litro","10,00","1,47","14,70","2,35","23,50",
"DELIZUM- PANARRO FOODS","Zumo de Manzana y Aloe -Delizum - 1 litro","7,00","1,66","11,62","2,65","18,55",
"DELIZUM- PANARRO FOODS","Zumo de mediterraneo -Delizum- 1litro","1,00","1,60","1,60","2,55","2,55",
"DELIZUM- PANARRO FOODS","Zumo de Melocoton y Aloe -Delizum - 1 litro","4,00","1,66","6,64","2,65","10,60",
"DELIZUM- PANARRO FOODS","Zumo de melocoton y uva -Delizum- 1litro","1,00","1,49","1,49","2,40","2,40",
"DELIZUM- PANARRO FOODS","Zumo de melocoton-Delizum- 1litro","11,00","1,47","16,17","2,35","25,85",
"DELIZUM- PANARRO FOODS","Zumo de naranja -Delizum- 1litro","19,00","1,58","30,02","2,35","44,65",
"DELIZUM- PANARRO FOODS","Zumo de pera -Delizum- 1litro","3,00","1,47","4,41","2,35","6,46",
"DELIZUM- PANARRO FOODS","Zumo de pina -Delizum- 1litro","26,00","1,62","42,12","2,60","67,60",
"DELIZUM- PANARRO FOODS","Zumo de Pina y Aloe -Delizum - 1 litro","1,00","1,81","1,81","2,90","2,90",
"DELIZUM- PANARRO FOODS","Zumo de pomelo -Delizum- 1litro","2,00","1,60","3,20","2,55","5,10",
"DELIZUM- PANARRO FOODS","Zumo de tomate -Delizum- 1litro","11,00","1,47","16,17","2,35","25,85",
"DELIZUM- PANARRO FOODS","Zumo de tropical -Delizum- 1litro","9,00","1,60","14,40","2,55","22,95",
"DELIZUM- PANARRO FOODS","Zumo de Uva blanca -Delizum - 1 litro","2,00","1,60","3,20","2,55","5,10",
"DELIZUM- PANARRO FOODS","Zumo de uva roja -Delizum- 1litro","8,00","1,66","13,28","2,55","20,40",
"DELIZUM- PANARRO FOODS","Zumo de zanahoria -Delizum- 1litro","2,00","1,60","3,20","2,55","3,82",
"DELIZUM- PANARRO FOODS","Zumo de Zanahoria y Aloe -Delizum - 1 litro","7,00","1,66","11,62","2,65","18,55",
"DELIZUM- PANARRO FOODS","Zumo de zanahoria y naranja -Delizum- 1litro","8,00","1,60","12,80","2,55","20,40",
,,,,"Total:293,26",,"Total:462,73",
"DeSpelta","Harina integral de Centeno - Despelta - 1 Kilo","11,00","1,62","17,82","2,90","28,27",
"DeSpelta","Harina integral de espelta- Despelta- 1 kilo","40,00","2,49","99,66","4,45","150,19",
"DeSpelta","Pasta corta de trigo negrillo-Despelta-500gr","3,00","2,09","6,27","3,75","9,37",
,,,,"Total:123,75",,"Total:187,83",
"EcoAndes","Copos quinoa (sin gluten) - EcoAndes - 250gr","2,00","2,00","4,00","3,85","7,70",
"EcoAndes","Quinoa real blanca (sin gluten) - EcoAndes - 500gr","5,00","2,48","12,40","4,00","20,00",
,,,,"Total:16,40",,"Total:27,70",
"Ecoeduco","Cebolla roja seca - Ecoeduco - Kilo","32,82","1,20","39,38","1,95","63,06",
"Ecoeduco","Cebolla seca -Ecoeduco- 1 kilo","237,97","1,10","261,76","1,75","409,03",
"Ecoeduco","Cebolla seca -Ecoeduco- 2 kilos","67,55","2,20","148,62","3,50","236,41",
"Ecoeduco","Chirivia Ecoeduco-precio kilo","20,17","2,30","46,39","3,55","69,35",
"Ecoeduco","Col Lisa -Ecoeduco - precio kilo","118,68","1,65","195,81","2,75","324,71",
"Ecoeduco","Col Lombarda- Ecoeduco- precio kilo","15,03","1,80","27,05","2,90","43,58",
"Ecoeduco","Col Rizada Ecoeduco-precio kilo","3,24","1,70","5,51","2,65","8,59",
"Ecoeduco","Maiz cocido-Ecoeduco-500 gr","50,00","1,70","85,00","2,65","132,50",
"Ecoeduco","Patata Blanca -Ecoeduco - 1 kilo","91,81","1,10","100,99","1,80","162,33",
"Ecoeduco","Patata Blanca -Ecoeduco - 2 kilos","162,01","2,20","356,43","3,60","583,27",
"Ecoeduco","Patata Blanca -Ecoeduco - 5 kilos","17,00","5,50","93,50","9,00","153,00",
"Ecoeduco","Patata Blanca Mini - Ecoeduco- precio kilo","58,45","0,90","52,61","1,45","82,90",
"Ecoeduco","Patata roja - Ecoeduco - 1 Kg","57,19","1,25","71,49","1,75","99,43",
"Ecoeduco","Patata roja - Ecoeduco - 2 Kg","43,28","2,60","112,53","3,60","155,80",
"Ecoeduco","Patata roja - Ecoeduco - 5 Kg","14,05","6,50","91,33","9,00","126,45",
"Ecoeduco","Puerro -Ecoeduco - 1 kilo","297,78","2,50","744,45","3,20","946,55",
"Ecoeduco","Remolacha -Ecoeduco - 1 kilo","73,30","0,80","58,64","1,80","129,00",
"Ecoeduco","Remolacha cocida -Ecoeduco - 500 gr","43,00","1,50","64,50","2,35","99,53",
"Ecoeduco","Tomate Raf- Ecoeduco-precio kilo","1,00","2,40","2,40","3,90","3,90",
"Ecoeduco","Zanahoria - Ecoeduco - Kilo","522,50","1,25","653,12","1,99","1 029,72",
,,,,"Total:3 211,50",,"Total:4 859,11",
"Ecolecera Agricultura Ecologica","Arroz Blanco de Huesca- Ecolecera- 1 kilo","4,00","2,05","8,20","3,95","15,80",
"Ecolecera Agricultura Ecologica","Arroz integral Huesca- Ecolecera-1 kg","6,00","2,00","12,00","3,85","23,10",
"Ecolecera Agricultura Ecologica","Espagueti blanco- Ecolecera- 500 gr","14,00","1,10","15,40","1,75","24,50",
